angle,count,time
149.89700089157387,0,0.3760042190551758
146.83232342077866,0,0.44637107849121094
145.54182532429894,0,0.549436092376709
146.995802719783,0,0.7146332263946533
147.25451563304853,0,0.8260750770568848
147.99035812656805,0,0.911445140838623
148.23496697076325,0,0.9754271507263184
147.45379762057092,0,1.036924123764038
147.7486962327529,0,1.1010851860046387
148.25993277728872,0,1.1665542125701904
149.0559414839118,0,1.234692096710205
149.39014261066603,0,1.3005001544952393
149.40707453355142,0,1.3765711784362793
148.95008662524916,0,1.4338459968566895
149.3166098424836,0,1.5010192394256592
149.42230772715075,0,1.5685091018676758
149.1324525673266,0,1.6338920593261719
149.6794645741049,0,1.7010371685028076
149.95841285534135,0,1.7666590213775635
149.85155840522464,0,1.8327312469482422
150.09069638532958,0,1.8999671936035156
149.51831881167124,0,1.9671471118927002
149.19871717529887,0,2.0325303077697754
149.2317368895747,0,2.0994701385498047
148.86266095294445,0,2.166065216064453
148.84466097660473,0,2.232539176940918
148.88736625386193,0,2.3055410385131836
148.88736625386193,0,2.3658862113952637
148.57309406824157,0,2.4323692321777344
148.05348083556345,0,2.4990949630737305
147.55933022766226,0,2.5657472610473633
147.102018679105,0,2.632652997970581
147.3262229825555,0,2.6987650394439697
149.41848189510708,0,2.765810251235962
150.1562799754785,0,2.832923173904419
149.26287795386142,0,2.9002861976623535
148.5506203250541,0,2.9661450386047363
146.92829179840305,0,3.0320441722869873
146.15016365615062,0,3.0989010334014893
145.09175551885087,0,3.1657731533050537
145.42702171379972,0,3.232128143310547
145.60341423377943,0,3.2992382049560547
145.98466267543293,0,3.3653461933135986
146.366063132687,0,3.432549238204956
146.58771582355254,0,3.4993021488189697
146.16488017754858,0,3.565237045288086
146.0532427049357,0,3.632585287094116
145.78173046619128,0,3.698683261871338
144.82034617030385,0,3.7654671669006348
144.56959917657758,0,3.8321452140808105
144.57041682723346,0,3.8986880779266357
145.78291397281959,0,3.965172290802002
149.23297715163943,0,4.032039165496826
147.75471163076287,0,4.098658084869385
146.2779740040961,0,4.165331125259399
145.34892125234728,0,4.231901168823242
147.18954317873624,0,4.298612356185913
145.6804757320171,0,4.365119934082031
143.7103697521721,0,4.431708097457886
145.8906095717029,0,4.498268127441406
146.2504201582688,0,4.5650410652160645
145.5681767689888,0,4.631596088409424
141.98067703287967,0,4.69818115234375
140.71105530045577,0,4.764793157577515
142.7348199382116,0,4.832823038101196
141.67666899021518,0,4.9001641273498535
136.07401532286383,0,4.965373277664185
135.41736566030968,0,5.032263278961182
135.52578455798675,0,5.099755048751831
147.16181554023484,0,5.166382074356079
148.89337344409998,0,5.233551025390625
146.53006356559433,0,5.300526142120361
148.621984654539,0,5.366209030151367
148.73467668384563,0,5.432214021682739
148.91644980190426,0,5.4980809688568115
147.83227424990238,0,5.564817190170288
147.07478869429931,0,5.63126015663147
146.73529578103216,0,5.697706937789917
147.01787545586893,0,5.764364004135132
142.07803070339875,0,5.831208229064941
143.7523169007502,0,5.899228096008301
141.99018033740674,0,5.964321136474609
142.32402896326371,0,6.031091213226318
143.9266590900978,0,6.097875118255615
146.77803277275987,0,6.172072172164917
137.49611355003313,0,6.231488943099976
137.4026562157886,0,6.297734260559082
138.58702452015012,0,6.3644490242004395
146.50224725689293,0,6.431296110153198
135.23935129603757,0,6.497584104537964
129.5711724092541,0,6.564068078994751
130.72104359667935,0,6.708150148391724
125.13529666035008,0,6.805379152297974
131.22086156726505,0,6.868027210235596
122.3482792387467,0,6.932377099990845
128.3280213343489,0,6.997037172317505
128.8423145992434,0,7.06495213508606
127.21305700377454,0,7.1304771900177
123.79175808562601,0,7.197394132614136
120.80243403745686,0,7.263777017593384
112.90519844994802,0,7.331611156463623
111.34942908387988,0,7.3980700969696045
112.63688518108164,0,7.476762056350708
115.15543354342392,0,7.532084941864014
96.6008674540341,0,7.597188234329224
92.05445716196948,0,7.664266109466553
47.71617037243067,0,7.730943202972412
58.94646331541143,0,7.7971460819244385
75.62861565331889,0,7.863767147064209
110.45938435892413,0,7.930385112762451
108.29629832498193,0,7.997928142547607
114.17329000832414,0,8.063538312911987
113.37696370202393,0,8.130019187927246
129.36505206042472,0,8.198031187057495
122.83987516681712,0,8.26364517211914
122.54488732139583,0,8.331621170043945
132.24146557751283,0,8.396789073944092
128.42673148820793,0,8.463550329208374
137.58879242461367,0,8.53286600112915
133.13644906631583,0,8.597233295440674
58.77461173990974,0,8.664859056472778
129.44795799424227,0,8.730014324188232
128.90678627308185,0,8.79781723022461
129.15150001632804,0,8.864084959030151
126.0159506503034,0,8.929846048355103
128.12416676462956,0,8.997672319412231
133.0352111813248,0,9.063161134719849
135.06368954982065,0,9.129791259765625
132.5288502676662,0,9.1996591091156
133.40556810619614,0,9.263352155685425
127.94858865493661,0,9.330137014389038
134.77671824664074,0,9.396397113800049
134.0730928166511,0,9.46312427520752
127.82730136688365,0,9.565193176269531
126.25860047887298,0,9.687599182128906
128.29216580800968,0,9.785683155059814
135.06126432447363,0,9.881851196289062
138.4415299597413,0,9.97167420387268
147.58051516272693,0,10.034929275512695
148.62480741634087,0,10.097487211227417
147.45098950394143,0,10.164577007293701
147.2678697833326,0,10.232766151428223
146.91576744416054,0,10.298988103866577
146.7153060395058,0,10.364077091217041
146.87197912833074,0,10.43163514137268
146.218862262278,0,10.498238325119019
145.91548348733187,0,10.56444001197815
145.76429138833768,0,10.630422115325928
145.66197855953646,0,10.699254989624023
145.44100089889568,0,10.76586103439331
145.64041326572516,0,10.832314252853394
145.63564182136335,0,10.898389101028442
145.84144956058364,0,10.963858127593994
145.7120094556707,0,11.029573202133179
145.60755990383893,0,11.09578800201416
145.58507314459555,0,11.16512417793274
146.03515740082045,0,11.231789112091064
146.5738622053798,0,11.29887318611145
146.00347278696378,0,11.365058183670044
145.50234639537294,0,11.431763172149658
144.10927298888447,0,11.498839139938354
141.1024235075189,0,11.564889192581177
141.82352056644106,0,11.631232976913452
142.95399496652132,0,11.698271989822388
144.4682614188884,0,11.764753103256226
141.90711110205547,0,11.831313133239746
141.68957433178375,0,11.897845029830933
153.21174333428957,0,11.964850187301636
215.31819136914606,0,12.03085994720459
264.024963763923,0,12.098599195480347
272.7150624501467,0,12.164198160171509
269.0821367597224,0,12.231235027313232
256.01235246822955,0,12.29744815826416
223.63947438915832,0,12.363875150680542
213.50784621550514,0,12.4310781955719
212.76041500853233,0,12.498761177062988
209.5469281752546,0,12.563351154327393
210.66107810109915,0,12.631785154342651
212.00356509570835,0,12.697890996932983
219.59328723615087,0,12.764061212539673
222.69870381841335,0,12.832004070281982
224.73971900687386,0,12.897012948989868
225.21389650324687,0,12.963540315628052
218.61444636258543,0,13.031376123428345
213.39052286861624,0,13.095645189285278
208.45010520999986,0,13.164021015167236
209.0981839125151,0,13.229624032974243
209.05656673699824,0,13.298424005508423
202.76739667147015,0,13.366749286651611
201.23929862884137,0,13.429228067398071
203.5799461670342,0,13.499295949935913
201.19405648154228,0,13.564311981201172
196.42524842601867,0,13.630737066268921
196.32394329612933,0,13.697392225265503
191.48860896189706,0,13.763988971710205
194.38740285528712,0,13.831118106842041
188.62462824461718,0,13.896661043167114
157.29065122269694,0,13.964603185653687
148.93814498935447,0,14.030172109603882
148.73226849985977,0,14.094862222671509
153.83658473709806,0,14.16142201423645
157.76380924313958,0,14.231182098388672
151.46968825100146,0,14.297475099563599
136.6621680438714,0,14.363628149032593
147.83949772413496,0,14.430531024932861
155.35125960222305,0,14.499478101730347
157.15039718484275,0,14.562461137771606
160.31467073617316,0,14.630856275558472
157.10374731268945,0,14.696312189102173
170.58950590911266,0,14.76236629486084
171.75328254643506,0,14.831382989883423
127.37683960039378,0,14.897119045257568
127.73448827955572,0,14.96311902999878
131.08093689395523,0,15.030517101287842
134.65011736062561,0,15.095402002334595
136.6065040307573,0,15.163241147994995
138.06492898094862,0,15.230679988861084
138.8580236523153,0,15.297214269638062
140.51842467965426,0,15.363371133804321
140.8828331187506,0,15.430140256881714
140.6925841140256,0,15.494976043701172
138.7068320904371,0,15.563844203948975
138.91528753039847,0,15.630125045776367
142.06477302991314,0,15.696949005126953
144.86697844426016,0,15.76315712928772
146.78653760862449,0,15.830260992050171
145.1374082159138,0,15.895543098449707
146.89954692871555,0,15.963404178619385
148.08751679177627,0,16.030115127563477
146.88773282478618,0,16.096781015396118
145.4027080883872,0,16.163387060165405
138.7940553684935,0,16.23008418083191
133.6441249771124,0,16.294422149658203
132.69489259166576,0,16.363665103912354
136.17261923373306,0,16.428972005844116
135.31425861711153,0,16.496946096420288
133.5269406793982,0,16.56261920928955
137.6542024156336,0,16.630242109298706
137.38779497230917,0,16.695170164108276
137.10206316799912,0,16.763669967651367
140.19579747563685,0,16.829200267791748
140.24591175862994,0,16.896156072616577
144.5739966471938,0,16.962860107421875
143.71556851134125,0,17.02957010269165
140.20673602375498,0,17.095059156417847
139.1226825647699,0,17.16283917427063
138.55087169823818,0,17.229701042175293
138.2831820693097,0,17.296082258224487
136.73591473402178,0,17.36227512359619
138.20641896353226,0,17.429233074188232
140.08403928425702,0,17.496260166168213
140.9701847622294,0,17.562756061553955
140.54464860856442,0,17.62961721420288
141.08664916869824,0,17.69606113433838
144.35064273302507,0,17.76312017440796
151.32855500043735,0,17.82936120033264
148.7119064377219,0,17.895828247070312
147.56929775058958,0,17.962697982788086
147.13531836667866,0,18.029285192489624
151.1849956025213,0,18.094768047332764
152.70696030633698,0,18.16272211074829
147.0212869219801,0,18.22902512550354
144.9864342501286,0,18.295337200164795
145.4472580301939,0,18.361369132995605
148.68498215427024,0,18.428957223892212
144.70436745810377,0,18.495692014694214
140.76479623653825,0,18.562754154205322
135.49568996392765,0,18.62924313545227
137.3068881940519,0,18.694272994995117
147.27771761822763,0,18.762017965316772
147.2600403875263,0,18.828543186187744
150.10237919626445,0,18.895729064941406
152.38618146183532,0,18.961929321289062
156.06618521721052,0,19.028772115707397
160.4364984597048,0,19.095116138458252
161.08701883985077,0,19.16188907623291
158.31572178850467,0,19.228785276412964
159.6375087575391,0,19.29537320137024
160.07466540939635,0,19.361652135849
160.473092302325,0,19.428001165390015
158.816259496575,0,19.492995023727417
171.6421675142425,0,19.558821201324463
167.3876161290613,0,19.62915825843811
164.912271153572,0,19.695171117782593
165.13460832831043,0,19.761868000030518
166.64761222039854,0,19.82866096496582
155.68476603396158,0,19.894762992858887
152.1177396523645,0,19.961785078048706
151.78996336178668,0,20.02789807319641
131.95389892467261,0,20.095171213150024
135.27806939400463,0,20.161083221435547
133.95643599223305,0,20.228442192077637
137.67036291457694,0,20.293682098388672
137.5345957106395,0,20.361424207687378
138.10054542505247,0,20.428269147872925
139.24641097907096,0,20.49492120742798
139.6148036187206,0,20.561764240264893
139.92890115747701,0,20.62868309020996
139.8385732806395,0,20.69529128074646
140.0021287212661,0,20.759396076202393
140.51303183437804,0,20.826215267181396
140.64133161286128,0,20.89493703842163
140.2122702243581,0,20.961137294769287
141.11578005295473,0,21.028265953063965
140.0123984110564,0,21.094696283340454
140.21036880135233,0,21.161026000976562
141.3515222376349,0,21.224871158599854
141.5536846124687,0,21.29392099380493
143.50123292812987,0,21.36056423187256
143.46453133685657,0,21.427628993988037
143.4179017913593,0,21.49463391304016
145.1901199090918,0,21.56111717224121
147.97566298546369,0,21.63492512702942
146.9743497318906,0,21.694504261016846
144.7257631450825,0,21.760878086090088
144.64312395799948,0,21.828238010406494
143.81895421690163,0,21.89222025871277
143.73844026390753,0,21.960873126983643
139.89607074248426,0,22.02795910835266
141.41110331957262,0,22.09377932548523
139.86994171628112,0,22.16109323501587
142.87089594095806,0,22.22772717475891
141.19184002230503,0,22.293606281280518
140.99680224696266,0,22.359929084777832
139.61090506632826,0,22.42742395401001
139.2536638231156,0,22.494468212127686
139.6138276830805,0,22.56086230278015
138.6696654253528,0,22.627125024795532
138.47132105058697,0,22.694393157958984
139.51726788321065,0,22.76061201095581
139.51726788321065,0,22.827840089797974
141.39630217430658,0,22.894145965576172
140.65610682570977,0,22.960368156433105
137.6195809942553,0,23.027270078659058
137.4599732759368,0,23.093749046325684
137.5403655880936,0,23.16058611869812
137.93416803091836,0,23.227240324020386
138.1065998362725,0,23.293121099472046
139.26360083854328,0,23.36057710647583
140.2849052032579,0,23.426324367523193
141.67751815090148,0,23.494023084640503
141.77770342661188,0,23.560450077056885
141.0318109557544,0,23.62699317932129
141.00030420399403,0,23.693596124649048
140.80737174316246,0,23.759658098220825
140.97726828369568,0,23.82713222503662
141.3323615119892,0,23.893839120864868
141.2233254297598,0,23.959848165512085
140.73057861219806,0,24.026849031448364
140.57376171677794,0,24.09268617630005
139.8840627885713,0,24.16041111946106
139.67160574224383,0,24.226442098617554
140.3572282605983,0,24.293041229248047
141.3050207737612,0,24.360213041305542
141.61432135088378,0,24.426295042037964
141.6110298209799,0,24.493484020233154
141.52868469297698,0,24.559783220291138
141.05097063225122,0,24.62721300125122
141.0011094342511,0,24.692825078964233
140.5646451147698,0,24.759786128997803
139.9530792341554,0,24.826152324676514
140.04588462699704,0,24.89345097541809
139.82358233004675,0,24.959832191467285
140.3493206150051,0,25.026491165161133
140.55059832791895,0,25.092461109161377
140.96060804297946,0,25.159775018692017
140.7978997001403,0,25.226195335388184
142.06484020380094,0,25.29192018508911
142.28663710506373,0,25.359828233718872
142.69863411688823,0,25.425840139389038
